Portfolio WBS,Description,Quantity,UOM,BAC,BAC Rate,Final Qty (AQ),Final Cost (AC),Final Rate,PQ,PV,AQ,AC,EV,Date,Project Name,Start,End,Planned Quantity,Planned Value,Actual Quantity,Actual Cost,Earned Value
31,Strip Topsoil to Stockpile,1151.0,m3,9869.825,8.575000000000001,1151.0,17447.0,15.158123370981755,500.0,4287.500000000001,0.0,0.0,0.0,2011-04-01,P018 - P01 Airport Carpark,2011-04-01,2011-08-01,500.0,4287.500000000001,0.0,0.0,0.0
31,Strip Topsoil to Stockpile,1151.0,m3,9869.825,8.575000000000001,1151.0,17447.0,15.158123370981755,1151.0,9869.825,850.0,13286.15,7288.750000000001,2011-05-01,P018 - P01 Airport Carpark,2011-04-01,2011-08-01,651.0,5582.325,850.0,13286.15,7288.750000000001
31,Strip Topsoil to Stockpile,1151.0,m3,9869.825,8.575000000000001,1151.0,17447.0,15.158123370981755,1151.0,9869.825,1050.0,16303.485,9003.750000000002,2011-07-01,P018 - P01 Airport Carpark,2011-04-01,2011-08-01,0.0,0.0,200.0,3017.335000000001,1715.000000000001
31,Strip Topsoil to Stockpile,1151.0,m3,9869.825,8.575000000000001,1151.0,17447.0,15.158123370981755,1151.0,9869.825,1151.0,17446.664999999997,9869.825,2011-08-01,P018 - P01 Airport Carpark,2011-04-01,2011-08-01,0.0,0.0,101.0,1143.1799999999967,866.0749999999989
32,Disposal offsite - topsoil,27.0,m3,353.025,13.075,0.0,0.0,0.0,27.0,353.025,0.0,0.0,0.0,2011-05-01,P018 - P01 Airport Carpark,2011-05-01,2011-08-01,27.0,353.025,0.0,0.0,0.0
32,Disposal offsite - topsoil,27.0,m3,353.025,13.075,0.0,0.0,0.0,27.0,353.025,0.0,0.0,353.025,2011-08-01,P018 - P01 Airport Carpark,2011-05-01,2011-08-01,0.0,0.0,0.0,0.0,353.025
33,Re-spread topsoil,389.0,m3,5539.36,14.239999999999998,389.0,14500.0,37.275064267352185,0.0,0.0,100.0,4051.73,1423.9999999999998,2011-08-01,P018 - P01 Airport Carpark,2011-08-01,2011-10-01,0.0,0.0,100.0,4051.73,1423.9999999999998
33,Re-spread topsoil,389.0,m3,5539.36,14.239999999999998,389.0,14500.0,37.275064267352185,389.0,5539.36,325.0,12235.91,4628.0,2011-09-01,P018 - P01 Airport Carpark,2011-08-01,2011-10-01,389.0,5539.36,225.0,8184.18,3204.0
33,Re-spread topsoil,389.0,m3,5539.36,14.239999999999998,389.0,14500.0,37.275064267352185,389.0,5539.36,389.0,14500.110000000004,5539.36,2011-10-01,P018 - P01 Airport Carpark,2011-08-01,2011-10-01,0.0,0.0,64.0,2264.2000000000044,911.3599999999997
41,Demolition works,1.0,item,29059.42501693136,29059.42501693136,1.0,13911.0,13911.0,0.25,7264.856254232839,0.0,0.0,0.0,2011-06-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,0.25,7264.856254232839,0.0,0.0,0.0
41,Demolition works,1.0,item,29059.42501693136,29059.42501693136,1.0,13911.0,13911.0,0.5,14529.712508465678,0.6,8267.735,17435.655010158815,2011-07-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,0.25,7264.856254232839,0.6,8267.735,17435.655010158815
41,Demolition works,1.0,item,29059.42501693136,29059.42501693136,1.0,13911.0,13911.0,0.75,21794.56876269852,0.65,9050.675,18888.626261005385,2011-08-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,0.25,7264.856254232842,0.050000000000000044,782.9399999999987,1452.971250846571
41,Demolition works,1.0,item,29059.42501693136,29059.42501693136,1.0,13911.0,13911.0,1.0,29059.42501693136,1.0,13910.675,29059.42501693136,2011-09-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,0.25,7264.85625423284,0.35,4860.0,10170.798755925975
51,Cut to Fill,2848.0,m3,20085.73113573113,7.052574134737054,2848.0,49136.0,17.252808988764045,0.0,0.0,200.0,2823.9,1410.514826947411,2011-05-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,0.0,0.0,200.0,2823.9,1410.514826947411
51,Cut to Fill,2848.0,m3,20085.73113573113,7.052574134737054,2848.0,49136.0,17.252808988764045,1400.0,9873.603788631875,1100.0,19971.645,7757.83154821076,2011-07-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,1400.0,9873.603788631875,900.0,17147.745,6347.316721263349
51,Cut to Fill,2848.0,m3,20085.73113573113,7.052574134737054,2848.0,49136.0,17.252808988764045,2848.0,20085.73113573113,2100.0,36896.175,14810.405682947814,2011-08-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,1448.0,10212.127347099255,1000.0,16924.530000000002,7052.574134737054
51,Cut to Fill,2848.0,m3,20085.73113573113,7.052574134737054,2848.0,49136.0,17.252808988764045,2848.0,20085.73113573113,2848.0,49136.34899999999,20085.73113573113,2011-09-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,0.0,0.0,748.0,12240.173999999985,5275.325452783316
52,Stockpile to Fill,7508.0,m3,94981.4379303438,12.650697646556178,7508.0,164871.0,21.959376664890783,1000.0,12650.697646556178,0.0,1484.0,0.0,2011-05-01,P018 - P01 Airport Carpark,2011-05-01,2011-08-01,1000.0,12650.697646556178,0.0,1484.0,0.0
52,Stockpile to Fill,7508.0,m3,94981.4379303438,12.650697646556178,7508.0,164871.0,21.959376664890783,5000.0,63253.488232780895,3500.0,87840.84500000003,44277.44176294663,2011-06-01,P018 - P01 Airport Carpark,2011-05-01,2011-08-01,4000.0,50602.79058622471,3500.0,86356.84500000003,44277.44176294663
52,Stockpile to Fill,7508.0,m3,94981.4379303438,12.650697646556178,7508.0,164871.0,21.959376664890783,6000.0,75904.18587933708,5900.0,130649.97000000002,74639.11611468146,2011-07-01,P018 - P01 Airport Carpark,2011-05-01,2011-08-01,1000.0,12650.697646556182,2400.0,42809.124999999985,30361.674351734822
52,Stockpile to Fill,7508.0,m3,94981.4379303438,12.650697646556178,7508.0,164871.0,21.959376664890783,7508.0,94981.4379303438,7508.0,164870.9399999999,94981.4379303438,2011-08-01,P018 - P01 Airport Carpark,2011-05-01,2011-08-01,1508.0,19077.252051006726,1608.0,34220.96999999987,20342.321815662348
53,Cut to Spoil,2052.0,m3,33153.15833333333,16.15650990903184,2052.0,11630.0,5.667641325536063,500.0,8078.25495451592,10.0,317.56,161.56509909031837,2011-06-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,500.0,8078.25495451592,10.0,317.56,161.56509909031837
53,Cut to Spoil,2052.0,m3,33153.15833333333,16.15650990903184,2052.0,11630.0,5.667641325536063,1500.0,24234.76486354776,0.0,317.56,0.0,2011-07-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,1000.0,16156.50990903184,-10.0,0.0,-161.56509909031837
53,Cut to Spoil,2052.0,m3,33153.15833333333,16.15650990903184,2052.0,11630.0,5.667641325536063,2052.0,33153.15833333333,645.0,3858.56,10420.948891325535,2011-08-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,552.0,8918.393469785573,645.0,3541.0,10420.948891325535
53,Cut to Spoil,2052.0,m3,33153.15833333333,16.15650990903184,2052.0,11630.0,5.667641325536063,2052.0,33153.15833333333,2052.0,11630.28,33153.15833333333,2011-09-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,0.0,0.0,1407.0,7771.720000000001,22732.2094420078
57,Remove & Replace unsuitable,473.0,m3,27999.42316415489,59.19539781005263,473.0,29372.0,62.09725158562368,200.0,11839.079562010527,90.0,8333.54,5327.585802904737,2011-06-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,200.0,11839.079562010527,90.0,8333.54,5327.585802904737
57,Remove & Replace unsuitable,473.0,m3,27999.42316415489,59.19539781005263,473.0,29372.0,62.09725158562368,473.0,27999.42316415489,330.0,29372.455,19534.48127731737,2011-07-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,273.0,16160.343602144363,240.0,21038.915,14206.895474412631
57,Remove & Replace unsuitable,473.0,m3,27999.42316415489,59.19539781005263,473.0,29372.0,62.09725158562368,473.0,27999.42316415489,460.0,40753.904999999984,27229.88299262421,2011-08-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,0.0,0.0,130.0,11381.449999999983,7695.401715306842
57,Remove & Replace unsuitable,473.0,m3,27999.42316415489,59.19539781005263,473.0,29372.0,62.09725158562368,473.0,27999.42316415489,473.0,41783.65999999998,27999.42316415489,2011-09-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,0.0,0.0,13.0,1029.7549999999974,769.5401715306798
61,Subgrade Preparation,22003.0,m2,44898.20126984126,2.040549073755454,22003.0,6723.0,0.3055492432850066,2500.0,5101.372684388635,6000.0,2730.24,12243.294442532726,2011-05-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,2500.0,5101.372684388635,6000.0,2730.24,12243.294442532726
61,Subgrade Preparation,22003.0,m2,44898.20126984126,2.040549073755454,22003.0,6723.0,0.3055492432850066,6000.0,12243.294442532724,15000.0,4354.06,30608.236106331813,2011-06-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,3500.0,7141.921758144089,9000.0,1623.8200000000006,18364.941663799087
61,Subgrade Preparation,22003.0,m2,44898.20126984126,2.040549073755454,22003.0,6723.0,0.3055492432850066,12500.0,25506.863421943177,14500.0,4354.06,29587.961569454084,2011-07-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,6500.0,13263.568979410453,-500.0,0.0,-1020.2745368777287
61,Subgrade Preparation,22003.0,m2,44898.20126984126,2.040549073755454,22003.0,6723.0,0.3055492432850066,22003.0,44898.20126984126,21000.0,6279.919999999998,42851.53054886454,2011-08-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,9503.0,19391.33784789808,6500.0,1925.8599999999979,13263.568979410455
61,Subgrade Preparation,22003.0,m2,44898.20126984126,2.040549073755454,22003.0,6723.0,0.3055492432850066,22003.0,44898.20126984126,22003.0,6722.7199999999975,44898.20126984126,2011-09-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,0.0,0.0,1003.0,442.7999999999993,2046.6707209767192
62,Place & Compact Gravel,7995.0,tonne,40636.32309264829,5.082717084759011,5536.0,91849.0,16.591221098265898,2500.0,12706.792711897528,275.0,4650.180000000001,2018.603477326279,2011-06-01,P018 - P01 Airport Carpark,2011-06-01,2011-10-01,2500.0,12706.792711897528,275.0,4650.180000000001,2018.603477326279
62,Place & Compact Gravel,7995.0,tonne,40636.32309264829,5.082717084759011,5536.0,91849.0,16.591221098265898,4000.0,20330.86833903605,1036.0,17611.695000000003,7604.6298273091825,2011-07-01,P018 - P01 Airport Carpark,2011-06-01,2011-10-01,1500.0,7624.075627138522,761.0,12961.515000000003,5586.026349982903
62,Place & Compact Gravel,7995.0,tonne,40636.32309264829,5.082717084759011,5536.0,91849.0,16.591221098265898,7000.0,35579.019593313074,2423.0,48779.53999999999,17785.731729314815,2011-08-01,P018 - P01 Airport Carpark,2011-06-01,2011-10-01,3000.0,15248.151254277025,1387.0,31167.84499999999,10181.101902005634
62,Place & Compact Gravel,7995.0,tonne,40636.32309264829,5.082717084759011,5536.0,91849.0,16.591221098265898,7995.0,40636.32309264829,5100.0,84713.12499999999,37435.919034051,2011-09-01,P018 - P01 Airport Carpark,2011-06-01,2011-10-01,995.0,5057.303499335212,2677.0,35933.58499999999,19650.187304736188
62,Place & Compact Gravel,7995.0,tonne,40636.32309264829,5.082717084759011,5536.0,91849.0,16.591221098265898,7995.0,40636.32309264829,5536.0,91849.125,40636.32309264829,2011-10-01,P018 - P01 Airport Carpark,2011-06-01,2011-10-01,0.0,0.0,436.0,7136.000000000015,3200.4040585972834
63,Trim All Layers,18417.0,m2,45346.746666666666,2.462222222222222,18417.0,45940.0,2.4944344898734863,0.0,0.0,0.0,78.78,0.0,2011-05-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,0.0,0.0,0.0,78.78,0.0
63,Trim All Layers,18417.0,m2,45346.746666666666,2.462222222222222,18417.0,45940.0,2.4944344898734863,3050.0,7509.777777777777,2700.0,6951.664999999999,6647.999999999999,2011-06-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,3050.0,7509.777777777777,2700.0,6872.884999999999,6647.999999999999
63,Trim All Layers,18417.0,m2,45346.746666666666,2.462222222222222,18417.0,45940.0,2.4944344898734863,9000.0,22160.0,8460.0,21171.289999999997,20830.4,2011-07-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,5950.0,14650.222222222223,5760.0,14219.624999999998,14182.400000000001
63,Trim All Layers,18417.0,m2,45346.746666666666,2.462222222222222,18417.0,45940.0,2.4944344898734863,14000.0,34471.11111111111,14350.0,35928.424999999974,35332.88888888888,2011-08-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,5000.0,12311.11111111111,5890.0,14757.134999999977,14502.488888888882
63,Trim All Layers,18417.0,m2,45346.746666666666,2.462222222222222,18417.0,45940.0,2.4944344898734863,18417.0,45346.746666666666,18417.0,45939.65499999997,45346.746666666666,2011-09-01,P018 - P01 Airport Carpark,2011-05-01,2011-09-01,4417.0,10875.635555555556,4067.0,10011.229999999996,10013.857777777783
64,Sweep & Prime / Primer seal or Seal,14781.0,m2,69649.1045,4.712069853189906,14781.0,105958.0,7.168527163250118,3050.0,14371.813052229212,0.0,0.0,0.0,2011-06-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,3050.0,14371.813052229212,0.0,0.0,0.0
64,Sweep & Prime / Primer seal or Seal,14781.0,m2,69649.1045,4.712069853189906,14781.0,105958.0,7.168527163250118,3050.0,14371.813052229212,3075.0,22054.7472,14489.61479855896,2011-07-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,0.0,0.0,3075.0,22054.7472,14489.61479855896
64,Sweep & Prime / Primer seal or Seal,14781.0,m2,69649.1045,4.712069853189906,14781.0,105958.0,7.168527163250118,8200.0,38638.97279615723,8150.0,58444.7472,38403.36930349773,2011-08-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,5150.0,24267.159743928016,5075.0,36390.0,23913.754504938774
64,Sweep & Prime / Primer seal or Seal,14781.0,m2,69649.1045,4.712069853189906,14781.0,105958.0,7.168527163250118,14781.0,69649.1045,14781.0,105957.8072,69649.1045,2011-09-01,P018 - P01 Airport Carpark,2011-06-01,2011-09-01,6581.0,31010.131703842773,6631.0,47513.06,31245.735196502268
65,Asphalt,1369.0,tonne,392816.9,307.8502351097179,1276.0,307649.0,241.1042319749216,700.0,200855.9751643536,0.0,0.0,0.0,2011-08-01,P018 - P01 Airport Carpark,2011-08-01,2011-10-01,700.0,200855.9751643536,0.0,0.0,0.0
65,Asphalt,1369.0,tonne,392816.9,307.8502351097179,1276.0,307649.0,241.1042319749216,1369.0,392816.9,509.0,315.12,156695.7696708464,2011-09-01,P018 - P01 Airport Carpark,2011-08-01,2011-10-01,669.0,191960.92483564644,509.0,315.12,156695.7696708464
65,Asphalt,1369.0,tonne,392816.9,307.8502351097179,1276.0,307649.0,241.1042319749216,1369.0,392816.9,1276.0,185012.62,392816.9000000001,2011-10-01,P018 - P01 Airport Carpark,2011-08-01,2011-10-01,0.0,0.0,767.0,184697.5,236121.13032915368
66,Linemarking,1.0,item,12634.337391304349,12634.337391304349,1.0,11724.0,11724.0,0.5,6317.1686956521735,0.0,753.3900000000001,0.0,2011-08-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,0.5,6317.1686956521735,0.0,753.3900000000001,0.0
66,Linemarking,1.0,item,12634.337391304349,12634.337391304349,1.0,11724.0,11724.0,1.0,12634.337391304349,0.0,753.3900000000001,0.0,2011-09-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,0.5,6317.168695652175,0.0,0.0,0.0
66,Linemarking,1.0,item,12634.337391304349,12634.337391304349,1.0,11724.0,11724.0,1.0,12634.337391304349,1.0,11724.39,12634.337391304349,2011-11-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,0.0,0.0,1.0,10971.0,12634.337391304349
67,Install Road Furniture,96.0,each,16715.500000000004,174.1197916666667,96.0,2865.0,29.84375,26.0,4527.114583333335,0.0,0.0,0.0,2011-08-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,26.0,4527.114583333335,0.0,0.0,0.0
67,Install Road Furniture,96.0,each,16715.500000000004,174.1197916666667,96.0,2865.0,29.84375,96.0,16715.500000000004,20.0,713.5,3482.3958333333344,2011-09-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,70.0,12188.385416666668,20.0,713.5,3482.3958333333344
67,Install Road Furniture,96.0,each,16715.500000000004,174.1197916666667,96.0,2865.0,29.84375,96.0,16715.500000000004,96.0,2865.175,16715.500000000004,2011-11-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,0.0,0.0,76.0,2151.675,13233.10416666667
68,In-situ Stabilising,3890.0,m2,42787.1214,10.99926,3890.0,13280.0,3.4138817480719794,0.0,0.0,3250.0,0.0,35747.595,2011-08-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,0.0,0.0,3250.0,0.0,35747.595
68,In-situ Stabilising,3890.0,m2,42787.1214,10.99926,3890.0,13280.0,3.4138817480719794,0.0,0.0,3500.0,0.0,38497.41,2011-09-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,0.0,0.0,250.0,0.0,2749.8150000000023
68,In-situ Stabilising,3890.0,m2,42787.1214,10.99926,3890.0,13280.0,3.4138817480719794,3890.0,42787.1214,3500.0,0.0,0.0,2011-10-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,3890.0,42787.1214,0.0,0.0,-38497.41
68,In-situ Stabilising,3890.0,m2,42787.1214,10.99926,3890.0,13280.0,3.4138817480719794,3890.0,42787.1214,3890.0,868.4,42787.1214,2011-11-01,P018 - P01 Airport Carpark,2011-08-01,2011-11-01,0.0,0.0,390.0,868.4,42787.1214
71,Place Kerb & Channel / Inverts,1517.0,m,30932.822120613797,20.390785840879232,1517.0,37067.0,24.434410019775875,100.0,2039.0785840879232,0.0,0.0,0.0,2011-06-01,P018 - P01 Airport Carpark,2011-06-01,2011-11-01,100.0,2039.0785840879232,0.0,0.0,0.0
71,Place Kerb & Channel / Inverts,1517.0,m,30932.822120613797,20.390785840879232,1517.0,37067.0,24.434410019775875,100.0,2039.0785840879232,81.0,1995.8,1651.6536531112176,2011-07-01,P018 - P01 Airport Carpark,2011-06-01,2011-11-01,0.0,0.0,81.0,1995.8,1651.6536531112176
71,Place Kerb & Channel / Inverts,1517.0,m,30932.822120613797,20.390785840879232,1517.0,37067.0,24.434410019775875,400.0,8156.314336351693,81.0,2580.3,1651.6536531112176,2011-08-01,P018 - P01 Airport Carpark,2011-06-01,2011-11-01,300.0,6117.235752263769,0.0,584.5000000000002,0.0
71,Place Kerb & Channel / Inverts,1517.0,m,30932.822120613797,20.390785840879232,1517.0,37067.0,24.434410019775875,1571.0,32033.924556021277,150.0,3724.5,3058.6178761318843,2011-09-01,P018 - P01 Airport Carpark,2011-06-01,2011-11-01,1171.0,23877.610219669583,69.0,1144.1999999999998,1406.9642230206666
71,Place Kerb & Channel / Inverts,1517.0,m,30932.822120613797,20.390785840879232,1517.0,37067.0,24.434410019775875,1517.0,30932.8221206138,200.0,5024.5,4078.157168175846,2011-10-01,P018 - P01 Airport Carpark,2011-06-01,2011-11-01,-54.0,-1101.1024354074762,50.0,1300.0,1019.5392920439617
71,Place Kerb & Channel / Inverts,1517.0,m,30932.822120613797,20.390785840879232,1517.0,37067.0,24.434410019775875,1517.0,30932.8221206138,1517.0,37066.600000000006,30932.822120613797,2011-11-01,P018 - P01 Airport Carpark,2011-06-01,2011-11-01,0.0,0.0,1317.0,32042.100000000006,26854.66495243795
73,Form & Place Footpath,1005.0,m2,19964.44649860432,19.86512089413365,1005.0,33677.0,33.50945273631841,250.0,4966.280223533412,0.0,0.0,0.0,2011-07-01,P018 - P01 Airport Carpark,2011-07-01,2011-11-01,250.0,4966.280223533412,0.0,0.0,0.0
73,Form & Place Footpath,1005.0,m2,19964.44649860432,19.86512089413365,1005.0,33677.0,33.50945273631841,500.0,9932.560447066824,475.0,16041.175,9435.932424713485,2011-08-01,P018 - P01 Airport Carpark,2011-07-01,2011-11-01,250.0,4966.280223533412,475.0,16041.175,9435.932424713485
73,Form & Place Footpath,1005.0,m2,19964.44649860432,19.86512089413365,1005.0,33677.0,33.50945273631841,500.0,9932.560447066824,535.0,18009.800000000007,10627.839678361504,2011-09-01,P018 - P01 Airport Carpark,2011-07-01,2011-11-01,0.0,0.0,60.0,1968.6250000000073,1191.9072536480198
73,Form & Place Footpath,1005.0,m2,19964.44649860432,19.86512089413365,1005.0,33677.0,33.50945273631841,1005.0,19964.44649860432,940.0,31516.90000000001,18673.21364048563,2011-10-01,P018 - P01 Airport Carpark,2011-07-01,2011-11-01,505.0,10031.886051537496,405.0,13507.100000000002,8045.373962124124
